,Configuration,Averaged on Last Epoch,Averaged Max Achieved,Overall Max on Last Epoch,Overall Max Achieved,Averaged Max Epoch
369,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.18199999999999,97.228,97.28,97.36,96
370,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.27799999999999,97.30199999999999,97.37,97.44,95
371,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.29599999999999,97.352,97.4,97.56,70
372,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",89.95200000000001,89.95200000000001,90.31,90.31,99
373,"Activation: LeakyReLU, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",96.83999999999999,96.888,97.07000000000001,97.15,93
374,"Activation: LeakyReLU, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.25000000000001,97.39000000000001,97.56,97.65,75
375,"Activation: LeakyReLU, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",93.94,93.94,94.19,94.19,99
376,"Activation: LeakyReLU, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",94.576,94.57600000000002,94.62,94.65,98
377,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",96.864,96.968,96.95,97.1,98
378,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.44800000000001,97.44800000000001,97.55,97.63,99
379,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.438,97.438,97.5,97.6,99
380,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",92.958,92.964,93.17,93.19,98
381,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",93.79199999999999,93.794,94.0,94.01,98
382,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.222,95.222,95.3,95.30999999999999,99
383,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.222,95.222,95.3,95.30999999999999,99
384,"Activation: LeakyReLU, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",97.454,97.47600000000001,97.52,97.61999999999999,96
385,"Activation: LeakyReLU, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",94.62400000000001,94.63,94.81,94.81,98
386,"Activation: LeakyReLU, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",94.492,94.5,94.8,94.8,98
387,"Activation: LeakyReLU, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",92.394,92.39599999999999,92.55,92.56,98
388,"Activation: LeakyReLU, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",93.626,93.632,93.8,93.82000000000001,98
389,"Activation: LeakyReLU, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",96.844,97.02199999999999,96.99,97.25,71
390,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",93.952,93.952,94.06,94.08999999999999,99
391,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",94.012,94.012,94.22,94.26,99
392,"Activation: LeakyReLU, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",96.244,96.244,96.28999999999999,96.33,99
393,"Activation: LeakyReLU, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.94199999999998,96.954,97.1,97.11,87
394,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",95.68199999999999,95.708,95.85000000000001,95.87,97
395,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",96.32799999999999,96.32799999999999,96.39,96.39,99
396,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.066,97.09800000000001,97.18,97.23,95
397,"Activation: LeakyReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.066,97.09800000000001,97.18,97.23,95
398,"Activation: LeakyReLU, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",96.932,96.936,97.06,97.11,94
399,"Activation: LeakyReLU, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",96.87400000000001,96.87599999999999,96.97,97.04,91
400,"Activation: LeakyReLU, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",94.866,94.87,94.97,94.97,98
401,"Activation: LeakyReLU, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",96.30000000000001,96.308,96.34,96.37,96
402,"Activation: LeakyReLU, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",96.854,96.99,97.07000000000001,97.28,37
403,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.00000000000001,97.00200000000001,97.17,97.17,89
404,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",96.83,96.97600000000001,97.03,97.22,83
405,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",85.53600000000002,85.53600000000002,86.32,86.32,99
406,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",96.89999999999999,96.932,96.96000000000001,97.08,86
407,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",96.86600000000001,96.86600000000001,96.95,97.00999999999999,99
408,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",96.81599999999999,97.01600000000002,96.99,97.24000000000001,40
409,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",85.924,85.93399999999998,86.81,86.83999999999999,98
410,"Activation: ThresholdedReLU, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",95.14999999999999,95.42999999999999,95.50999999999999,95.88,95
411,"Activation: ThresholdedReLU, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",95.96000000000001,96.526,96.46000000000001,97.15,23
412,"Activation: ThresholdedReLU, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",94.24,94.24,94.33,94.33,99
413,"Activation: ThresholdedReLU, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",94.208,94.208,94.65,94.65,99
414,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",95.832,95.854,95.91,96.17999999999999,97
415,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",95.448,96.298,95.71,96.54,9
416,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",96.69199999999998,96.888,96.92,97.18,42
417,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",92.58600000000001,92.58600000000001,92.83,92.83,99
418,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",93.72200000000002,93.72200000000002,94.0,94.0,99
419,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.13999999999999,95.14800000000001,95.37,95.42,95
420,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.13999999999999,95.14800000000001,95.37,95.42,95
421,"Activation: ThresholdedReLU, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",96.81,96.904,97.02,97.24000000000001,41
422,"Activation: ThresholdedReLU, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",94.656,94.666,95.21,95.22,94
423,"Activation: ThresholdedReLU, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",94.602,94.602,94.74000000000001,94.75,99
424,"Activation: ThresholdedReLU, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",90.506,90.50600000000001,91.36999999999999,91.39,96
425,"Activation: ThresholdedReLU, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",92.66400000000002,92.666,93.12,93.12,98
426,"Activation: ThresholdedReLU, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",96.53600000000002,96.69399999999999,96.98,96.98,34
427,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",93.19800000000001,93.19800000000001,93.71000000000001,93.77,99
428,"Activation: ThresholdedReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",93.27799999999999,93.28600000000002,93.44,93.44,98
429,"Activation: ThresholdedReLU, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",95.738,95.76800000000001,96.15,96.24000000000001,95
430,"Activation: ThresholdedReLU, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.846,96.85599999999998,97.13000000000001,97.17,97
431,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",95.57,95.57,95.71,95.78,99
432,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",96.39,96.398,96.53,96.65,76
433,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.85199999999998,96.87199999999999,97.0,97.02,98
434,"Activation: ThresholdedReLU, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.85199999999998,96.87199999999999,97.0,97.02,98
435,"Activation: ThresholdedReLU, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",96.97200000000001,97.00200000000001,97.08,97.13000000000001,96
436,"Activation: ThresholdedReLU, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",96.828,96.83800000000001,97.00999999999999,97.02,97
437,"Activation: ThresholdedReLU, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",94.52000000000001,94.52999999999999,94.75,94.75,96
438,"Activation: ThresholdedReLU, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",96.112,96.126,96.28999999999999,96.28999999999999,98
439,"Activation: ThresholdedReLU, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",96.63000000000001,96.786,96.92,97.19,43
